FBID,gene_name,gene_type,position,sex_fixed_effect_pvalue,sex_fdr,sex_by_line_pvalue,sex_by_line_fdr,sex_by_line_variance_component,between_line_variance_component,between_line_pvalue,between_line_fdr,within_line_variance_component
FBgn0263546,mir-4985,pre_miRNA,2R:20181754..20181854,1.23E-08,1.63E-08,3.41E-01,6.06E-01,0.0248,0.0836,1.30E-03,4.46E-03,0.8500
FBgn0263547,mir-4944,pre_miRNA,3R:6338727..6338855,3.03E-04,3.61E-04,9.53E-02,3.03E-01,0.0771,0.0000,2.50E-01,3.36E-01,0.9055
FBgn0263548,mir-4957,pre_miRNA,X:15213987..15214070,4.74E-05,5.78E-05,1.72E-01,4.25E-01,0.0202,0.0000,7.56E-01,7.89E-01,0.9583
FBgn0263555,mir-4943,pre_miRNA,2L:16528375..16528491,9.36E-01,9.41E-01,8.61E-01,9.35E-01,0.0000,0.0547,3.64E-02,7.47E-02,0.9469
FBgn0263556,mir-4940,pre_miRNA,3L:9137693..9137797,2.71E-68,5.98E-68,1.40E-01,3.77E-01,0.0258,0.0674,2.40E-05,1.22E-04,0.4905
FBgn0263557,mir-4967,pre_miRNA,2R:5899598..5899704,9.57E-01,9.62E-01,2.98E-01,5.68E-01,0.0108,0.0000,6.58E-01,7.06E-01,0.9906
FBgn0263558,mir-4980,pre_miRNA,2R:3673827..3673948,1.68E-23,2.66E-23,4.45E-01,6.90E-01,0.0065,0.0474,2.49E-02,5.50E-02,0.8088
FBgn0263559,mir-2535b,pre_miRNA,X:21169302..21169372,3.31E-02,3.68E-02,6.92E-01,8.46E-01,0.0000,0.0143,3.18E-01,4.03E-01,0.9813
FBgn0263561,mir-4984,pre_miRNA,2L:8141540..8141662,3.82E-04,4.54E-04,1.78E-01,4.34E-01,0.0177,0.0000,7.93E-01,8.21E-01,0.9663
FBgn0263564,mir-4914,pre_miRNA,2L:2737568..2737661,2.44E-10,3.31E-10,2.36E-01,5.07E-01,0.0411,0.0000,3.55E-01,4.39E-01,0.9039
FBgn0263565,mir-4950,pre_miRNA,3R:3277174..3277265,1.35E-37,2.42E-37,2.30E-01,5.00E-01,0.0351,0.0315,3.22E-02,6.76E-02,0.7025
FBgn0263567,mir-4915,pre_miRNA,X:29772..29889,6.37E-01,6.52E-01,8.48E-01,9.29E-01,0.0000,0.0359,1.20E-01,1.91E-01,0.9653
FBgn0263568,mir-4946,pre_miRNA,2L:18867046..18867161,4.10E-01,4.27E-01,3.60E-01,6.21E-01,0.0000,0.0000,3.45E-01,4.30E-01,1.0004
FBgn0263569,mir-4968,pre_miRNA,3L:11545639..11545793,1.48E-02,1.66E-02,8.55E-01,9.33E-01,0.0000,0.0353,1.26E-01,1.99E-01,0.9584
FBgn0263572,mir-4981,pre_miRNA,2R:3902754..3902848,1.79E-03,2.08E-03,5.15E-01,7.39E-01,0.0000,0.0000,5.25E-01,5.91E-01,0.9882
FBgn0263573,mir-4942,pre_miRNA,3L:23332328..23332437,3.90E-05,4.77E-05,9.62E-01,9.82E-01,0.0000,0.0910,1.82E-03,5.96E-03,0.8898
FBgn0263575,mir-4912,pre_miRNA,2L:4829980..4830039,1.40E-01,1.51E-01,4.28E-01,6.76E-01,0.0120,0.0428,6.73E-02,1.22E-01,0.9438
FBgn0263576,mir-4919,pre_miRNA,2R:11833392..11833451,9.18E-02,9.98E-02,2.18E-01,4.86E-01,0.0005,0.0000,8.77E-01,8.92E-01,0.9970
FBgn0263577,mir-4910,pre_miRNA,2L:4817816..4817881,2.65E-01,2.80E-01,2.21E-01,4.89E-01,0.0477,0.0415,3.29E-02,6.88E-02,0.9107
FBgn0263578,mir-4916,pre_miRNA,X:9130493..9130551,8.80E-13,1.23E-12,1.11E-01,3.31E-01,0.0225,0.0000,7.55E-01,7.89E-01,0.9080
FBgn0263579,mir-4947,pre_miRNA,3R:24834475..24834574,6.05E-05,7.36E-05,3.76E-01,6.34E-01,0.0000,0.0000,3.69E-01,4.53E-01,0.9797
FBgn0263581,CR43606,ncRNA,2L:20316005..20317623,2.27E-20,3.48E-20,3.49E-01,6.12E-01,0.0319,0.0000,2.63E-01,3.49E-01,0.8498
FBgn0263582,CR43607,ncRNA,2L:20437264..20438701,4.69E-01,4.87E-01,4.51E-01,6.93E-01,0.0000,0.0000,1.85E-01,2.66E-01,1.0006
FBgn0263583,CR43608,ncRNA,2L:20607207..20607847,1.12E-129,3.56E-129,4.86E-01,7.17E-01,0.0000,0.0000,3.68E-01,4.51E-01,0.3368
FBgn0263584,CR43609,ncRNA,2L:21952..24237,6.88E-04,8.12E-04,4.70E-01,7.07E-01,0.0000,0.0000,4.19E-01,4.98E-01,0.9858
FBgn0263585,CR43610,ncRNA,2L:6799196..6799600,2.12E-53,4.25E-53,1.17E-01,3.41E-01,0.0121,0.0000,8.84E-01,8.98E-01,0.6762
FBgn0263586,CR43611,ncRNA,2R:2594811..2596465,1.68E-07,2.16E-07,7.20E-01,8.62E-01,0.0000,0.0165,2.95E-01,3.81E-01,0.9488
FBgn0263587,CR43612,ncRNA,3L:12534810..12536053,3.59E-177,1.61E-176,6.32E-04,8.12E-03,0.0326,0.0043,2.86E-03,8.86E-03,0.1362
FBgn0263588,CR43613,ncRNA,3R:25360358..25361076,2.05E-89,5.13E-89,3.11E-01,5.79E-01,0.0170,0.0166,6.57E-02,1.19E-01,0.4547
FBgn0263589,CR43614,ncRNA,X:4262819..4267504,4.19E-43,7.83E-43,5.88E-01,7.86E-01,0.0000,0.0000,3.84E-01,4.66E-01,0.7499
FBgn0263590,CR43615,ncRNA,X:7766860..7767673,1.05E-19,1.60E-19,1.02E-01,3.16E-01,0.0503,0.0000,4.58E-01,5.33E-01,0.8344
FBgn0263593,Lpin,protein_coding,2R:4024491..4044159,6.05E-122,1.84E-121,2.40E-01,5.13E-01,0.0104,0.1055,9.52E-22,2.30E-20,0.2214
FBgn0263594,lost,protein_coding,3R:228771..232914,9.90E-252,8.74E-251,3.08E-01,5.77E-01,0.0021,0.0051,1.02E-02,2.61E-02,0.0723
FBgn0263595,CR43617,ncRNA,3R:12718132..12723583,3.83E-06,4.79E-06,8.94E-01,9.51E-01,0.0000,0.0000,5.12E-01,5.80E-01,0.9728
FBgn0263596,CG43618,protein_coding,3R:3874889..3875178,6.40E-03,7.32E-03,3.08E-01,5.78E-01,0.0502,0.0000,1.73E-01,2.53E-01,0.9410
FBgn0263597,Acp98AB,protein_coding,3R:23520605..23520773,3.13E-200,1.70E-199,3.76E-09,2.10E-07,0.0395,0.0054,9.61E-07,6.12E-06,0.0751
FBgn0263598,Vha68-2,protein_coding,2L:12974322..12978607,2.70E-94,6.94E-94,8.71E-02,2.88E-01,0.0348,0.0404,1.48E-04,6.38E-04,0.3722
FBgn0263599,l(3)72Ab,protein_coding,3L:15953936..15960972,3.31E-276,3.80E-275,3.11E-01,5.79E-01,0.0014,0.0101,6.22E-09,5.20E-08,0.0447
FBgn0263600,DNApol-delta,protein_coding,3L:15977422..15980915,2.35E-264,2.39E-263,3.09E-02,1.49E-01,0.0073,0.0036,1.78E-03,5.86E-03,0.0535
FBgn0263601,mib1,protein_coding,3L:15999652..16004912,2.43E-150,8.93E-150,3.85E-01,6.42E-01,0.0033,0.0270,1.88E-04,7.91E-04,0.2243
FBgn0263602,Taspase1,protein_coding,3L:16078321..16080625,2.07E-151,7.69E-151,1.96E-01,4.57E-01,0.0127,0.0246,1.42E-04,6.13E-04,0.2099
FBgn0263603,Zn72D,protein_coding,3L:16099694..16105726,1.90E-174,8.32E-174,2.98E-01,5.67E-01,0.0057,0.0134,4.55E-03,1.32E-02,0.1766
FBgn0263604,l(3)72Dh,protein_coding,3L:16124094..16124732,2.08E-102,5.63E-102,6.78E-01,8.37E-01,0.0000,0.0000,4.87E-01,5.58E-01,0.4518
FBgn0263605,l(3)72Dn,protein_coding,3L:16219226..16221837,0.00E+00,0.00E+00,2.63E-02,1.34E-01,0.0022,0.0004,2.50E-02,5.51E-02,0.0160
FBgn0263606,l(3)72Do,protein_coding,3L:16226227..16227265,1.60E-31,2.74E-31,2.76E-02,1.39E-01,0.0767,0.0000,3.53E-01,4.37E-01,0.7286
FBgn0263607,l(3)72Dp,protein_coding,3L:16226227..16230099,1.09E-02,1.23E-02,2.90E-01,5.60E-01,0.0338,0.0589,1.20E-02,3.00E-02,0.9003
FBgn0263608,l(3)72Dr,protein_coding,3L:16230823..16232562,3.00E-37,5.36E-37,1.71E-01,4.24E-01,0.0472,0.0163,9.16E-02,1.55E-01,0.7076
FBgn0263611,CR43620,ncRNA,2L:19978829..19979723,7.80E-33,1.35E-32,1.15E-01,3.38E-01,0.0536,0.0000,2.48E-01,3.34E-01,0.7472
FBgn0263612,CR43621,ncRNA,2L:9584670..9586110,2.54E-02,2.84E-02,6.27E-05,1.18E-03,0.2162,0.0000,3.74E-02,7.64E-02,0.7775
FBgn0263613,CR43622,ncRNA,2R:10937280..10937860,1.27E-37,2.28E-37,8.50E-01,9.30E-01,0.0000,0.0000,4.96E-01,5.67E-01,0.7887
FBgn0263615,CR43624,ncRNA,3L:11891705..11893531,7.36E-04,8.67E-04,9.68E-02,3.06E-01,0.0818,0.0069,1.29E-01,2.02E-01,0.8960
FBgn0263616,CR43625,ncRNA,3L:15430301..15430813,1.21E-104,3.30E-104,5.34E-02,2.12E-01,0.0401,0.0104,2.80E-02,6.04E-02,0.3580
FBgn0263617,CR43626,ncRNA,3L:3249373..3251468,7.32E-54,1.47E-53,1.27E-01,3.57E-01,0.0493,0.0066,1.36E-01,2.11E-01,0.6161
FBgn0263618,CR43627,ncRNA,3L:4929295..4931138,6.19E-101,1.66E-100,9.43E-01,9.73E-01,0.0000,0.0000,4.99E-01,5.69E-01,0.4681
FBgn0263619,CR43628,ncRNA,3R:1433521..1435042,8.33E-09,1.10E-08,4.53E-01,6.95E-01,0.0000,0.0000,8.25E-01,8.48E-01,0.9571
FBgn0263620,CR43629,ncRNA,3R:278660..280017,2.08E-191,1.04E-190,4.70E-02,1.95E-01,0.0156,0.0042,2.67E-02,5.81E-02,0.1368
FBgn0263621,CG43630,protein_coding,3R:8501732..8501982,2.87E-67,6.29E-67,2.25E-02,1.21E-01,0.0494,0.0000,5.73E-01,6.33E-01,0.5465
FBgn0263622,CR43631,ncRNA,3R:21617364..21618106,3.41E-29,5.71E-29,3.44E-01,6.08E-01,0.0000,0.0000,2.26E-01,3.11E-01,0.8283
FBgn0263623,CR43632,ncRNA,3R:21618322..21619025,4.19E-14,5.97E-14,2.34E-01,5.05E-01,0.0369,0.0382,3.34E-02,6.98E-02,0.8448
FBgn0263624,CR43633,ncRNA,3R:21619788..21620143,6.03E-72,1.36E-71,2.88E-01,5.58E-01,0.0136,0.0000,4.92E-01,5.63E-01,0.5720
FBgn0263625,CR43634,ncRNA,3R:21620570..21620908,1.55E-16,2.29E-16,2.38E-01,5.09E-01,0.0000,0.0000,3.54E-01,4.38E-01,0.9081
FBgn0263626,CR43635,ncRNA,3R:870927..871670,1.45E-13,2.05E-13,2.32E-01,5.02E-01,0.0000,0.0000,9.47E-01,9.52E-01,0.9283
FBgn0263627,CR43636,ncRNA,X:12864509..12867246,3.47E-04,4.13E-04,3.93E-01,6.49E-01,0.0153,0.0273,1.43E-01,2.19E-01,0.9416
FBgn0263628,CR43637,ncRNA,X:2094659..2095836,9.98E-103,2.70E-102,2.93E-01,5.63E-01,0.0000,0.0000,3.72E-01,4.55E-01,0.4365
FBgn0263629,mir-3643,pre_miRNA,2R:13653898..13653965,9.15E-04,1.07E-03,3.84E-01,6.40E-01,0.0191,0.0384,7.36E-02,1.30E-01,0.9291
FBgn0263630,mir-3641,pre_miRNA,X:2065119..2065187,2.66E-01,2.81E-01,7.38E-01,8.70E-01,0.0000,0.0000,1.75E-01,2.56E-01,0.9997
FBgn0263631,mir-3645,pre_miRNA,X:5516313..5516449,1.12E-17,1.67E-17,1.06E-01,3.21E-01,0.0473,0.0176,9.74E-02,1.63E-01,0.8319
FBgn0263632,mir-3642,pre_miRNA,3L:11622605..11622680,7.09E-01,7.22E-01,3.27E-01,5.96E-01,0.0000,0.0000,4.95E-01,5.66E-01,1.0012
FBgn0263647,CG43638,protein_coding,3L:12037679..12038456,0.00E+00,0.00E+00,9.79E-04,1.15E-02,0.0031,0.0000,5.99E-02,1.11E-01,0.0141
FBgn0263648,CR43639,ncRNA,2L:14291201..14291817,2.81E-70,6.26E-70,2.89E-03,2.72E-02,0.0753,0.0000,3.02E-01,3.88E-01,0.4945
FBgn0263649,CR43640,ncRNA,2L:14293275..14295394,5.49E-26,8.91E-26,2.78E-01,5.49E-01,0.0025,0.0000,7.18E-01,7.57E-01,0.8485
FBgn0263650,CR43641,ncRNA,3R:9641001..9641500,4.87E-05,5.93E-05,4.48E-01,6.92E-01,0.0000,0.0000,5.83E-01,6.43E-01,0.9792
FBgn0263651,CR43642,ncRNA,3R:9641953..9642849,7.21E-01,7.35E-01,5.77E-01,7.79E-01,0.0000,0.0000,4.86E-01,5.57E-01,1.0012
FBgn0263652,CR43643,ncRNA,3R:21843749..21845031,5.12E-09,6.80E-09,1.92E-01,4.51E-01,0.0488,0.0148,1.37E-01,2.12E-01,0.8886
FBgn0263653,CR43644,ncRNA,3R:21846201..21846798,2.93E-02,3.25E-02,5.36E-01,7.52E-01,0.0000,0.0000,3.58E-01,4.42E-01,0.9949
FBgn0263654,CG43645,protein_coding,2L:17486121..17486365,8.01E-02,8.73E-02,1.70E-01,4.22E-01,0.0504,0.0000,2.70E-01,3.57E-01,0.9468
FBgn0263655,CG43646,protein_coding,2R:2906265..2906895,3.03E-24,4.84E-24,5.83E-01,7.83E-01,0.0000,0.0981,1.56E-04,6.69E-04,0.7641
FBgn0263656,CG43647,protein_coding,2R:2907188..2908278,1.25E-04,1.50E-04,1.92E-01,4.51E-01,0.0495,0.0000,2.57E-01,3.43E-01,0.9311
FBgn0263657,CR43648,ncRNA,2L:606041..606571,3.45E-02,3.83E-02,1.72E-01,4.25E-01,0.0378,0.0000,5.15E-01,5.82E-01,0.9567
FBgn0263658,CR43649,ncRNA,2L:608340..609134,7.60E-83,1.83E-82,4.64E-01,7.02E-01,0.0000,0.0000,3.47E-01,4.32E-01,0.5319
FBgn0263659,CR43650,ncRNA,2R:12716605..12723038,3.22E-18,4.83E-18,1.34E-01,3.68E-01,0.0565,0.1097,4.81E-06,2.75E-05,0.7289
FBgn0263660,CR43651,ncRNA,2R:5440349..5441445,1.88E-12,2.63E-12,6.02E-01,7.94E-01,0.0000,0.0646,1.44E-02,3.49E-02,0.8711
FBgn0263661,CR43652,ncRNA,3L:13074399..13075752,1.30E-16,1.92E-16,8.80E-02,2.90E-01,0.0501,0.0000,5.18E-01,5.85E-01,0.8539
FBgn0263662,CR43653,ncRNA,3R:17418072..17420574,2.84E-65,6.16E-65,4.25E-02,1.83E-01,0.0591,0.0265,5.71E-03,1.60E-02,0.5086
FBgn0263663,CR43654,ncRNA,3R:18603289..18607187,7.87E-111,2.24E-110,4.59E-01,6.98E-01,0.0000,0.0380,9.34E-04,3.34E-03,0.3544
FBgn0263664,CR43655,ncRNA,3R:18789760..18790352,3.66E-41,6.74E-41,5.75E-01,7.77E-01,0.0000,0.0000,3.71E-01,4.54E-01,0.7606
FBgn0263665,CR43656,ncRNA,X:22272103..22273994,8.55E-32,1.46E-31,6.76E-03,5.09E-02,0.1209,0.0000,3.05E-02,6.48E-02,0.6724
FBgn0263667,Lpt,protein_coding,2R:19786102..19791187,2.62E-147,9.44E-147,3.69E-02,1.68E-01,0.0230,0.0000,4.05E-01,4.85E-01,0.2432
FBgn0263697,Uba3,protein_coding,2R:9746462..9747937,1.27E-170,5.40E-170,1.09E-01,3.26E-01,0.0131,0.0150,1.07E-03,3.76E-03,0.1696
FBgn0263705,Myo10A,protein_coding,X:10824970..10858079,6.06E-108,1.69E-107,3.67E-01,6.26E-01,0.0086,0.0280,8.15E-03,2.16E-02,0.3688
FBgn0263706,CG43658,protein_coding,X:17350186..17455214,4.40E-37,7.84E-37,5.94E-01,7.89E-01,0.0000,0.0635,5.20E-03,1.48E-02,0.7160
FBgn0263707,CG43659,protein_coding,2R:18966903..18967238,4.96E-01,5.13E-01,8.36E-01,9.22E-01,0.0000,0.0105,3.70E-01,4.54E-01,0.9903
FBgn0263708,CR43660,ncRNA,2R:13141284..13142609,3.52E-46,6.73E-46,1.94E-02,1.10E-01,0.0785,0.0000,2.48E-01,3.34E-01,0.6328
FBgn0263709,CR43661,ncRNA,2R:13194264..13194807,1.93E-02,2.16E-02,8.65E-01,9.37E-01,0.0000,0.0000,4.59E-01,5.34E-01,0.9940
FBgn0263738,Ada2a,protein_coding,3R:14078565..14081209,1.23E-20,1.90E-20,1.87E-01,4.45E-01,0.0550,0.0000,2.02E-01,2.86E-01,0.8234
FBgn0263740,eIF-2gamma,protein_coding,3R:11083566..11089180,1.01E-180,4.63E-180,2.42E-01,5.14E-01,0.0078,0.0074,3.86E-02,7.83E-02,0.1685
FBgn0263741,CG43666,protein_coding,2R:16675822..16676676,1.28E-52,2.55E-52,2.66E-01,5.37E-01,0.0122,0.0000,5.70E-01,6.31E-01,0.6787
FBgn0263742,CG43667,protein_coding,2R:16677058..16677681,7.73E-01,7.85E-01,6.52E-01,8.23E-01,0.0000,0.0000,1.71E-01,2.51E-01,1.0012
FBgn0263743,CG43668,protein_coding,2R:16678967..16679681,3.85E-09,5.12E-09,4.34E-01,6.81E-01,0.0001,0.0000,5.81E-01,6.41E-01,0.9543
FBgn0263744,CR43669,pseudogene,2L:16699921..16700825,8.61E-08,1.12E-07,2.62E-01,5.34E-01,0.0316,0.0928,4.02E-04,1.57E-03,0.8395
FBgn0263745,CR43670,pseudogene,2L:16700940..16703228,5.09E-41,9.37E-41,2.38E-01,5.10E-01,0.0497,0.0000,1.08E-01,1.76E-01,0.7015
FBgn0263746,CR43671,pseudogene,2L:16728035..16729681,3.61E-01,3.78E-01,4.47E-01,6.91E-01,0.0000,0.0000,2.04E-01,2.87E-01,1.0002
FBgn0263747,CG43672,protein_coding,X:15667204..15672736,7.60E-45,1.44E-44,1.68E-05,3.83E-04,0.1686,0.0263,1.01E-04,4.51E-04,0.4956
FBgn0263748,CG43673,protein_coding,X:15673179..15674095,1.76E-06,2.22E-06,6.74E-02,2.46E-01,0.0579,0.3341,2.31E-26,7.34E-25,0.5881
FBgn0263750,CG43675,protein_coding,3R:5181678..5183403,1.22E-249,1.05E-248,1.36E-02,8.51E-02,0.0085,0.0000,2.81E-01,3.68E-01,0.0712
FBgn0263755,Su(var)3-9,protein_coding,3R:11085586..11089180,1.29E-250,1.12E-249,3.18E-01,5.87E-01,0.0006,0.0000,7.02E-01,7.43E-01,0.0861
FBgn0263757,Rpb4,protein_coding,3R:14078565..14081209,1.26E-01,1.36E-01,6.98E-01,8.49E-01,0.0000,0.0000,6.61E-01,7.08E-01,0.9982
FBgn0263759,CG43676,protein_coding,U:250705..282981,1.62E-02,1.82E-02,8.40E-03,5.99E-02,0.1303,0.0000,1.34E-01,2.09E-01,0.8626
FBgn0263760,CG43677,protein_coding,2R:16678045..16678599,2.01E-02,2.25E-02,3.14E-02,1.51E-01,0.1090,0.0000,1.64E-01,2.43E-01,0.8845
FBgn0263761,CG43678,protein_coding,3L:15042279..15042595,1.74E-06,2.19E-06,8.30E-01,9.19E-01,0.0000,0.0018,4.83E-01,5.54E-01,0.9690
FBgn0263762,CG43679,protein_coding,3L:15043952..15044435,9.71E-73,2.20E-72,1.30E-04,2.19E-03,0.0700,0.2570,1.61E-47,1.45E-45,0.2400
FBgn0263763,CG43680,protein_coding,3L:15046098..15046451,1.40E-03,1.63E-03,1.92E-01,4.52E-01,0.0195,0.6532,1.13E-87,4.10E-85,0.3268
FBgn0263764,CG43681,protein_coding,2L:11389135..11392317,9.41E-20,1.44E-19,6.68E-01,8.33E-01,0.0000,0.0000,1.12E-01,1.81E-01,0.8882
FBgn0263765,CR43682,ncRNA,2L:15277797..15279497,1.85E-29,3.11E-29,4.24E-01,6.73E-01,0.0000,0.0000,5.50E-01,6.13E-01,0.8305
FBgn0263766,CR43683,ncRNA,2L:9961018..9962104,2.72E-77,6.34E-77,3.51E-01,6.14E-01,0.0263,0.0000,1.64E-01,2.43E-01,0.5264
FBgn0263767,CR43684,ncRNA,3L:15055307..15055722,1.22E-80,2.90E-80,2.86E-04,4.22E-03,0.1018,0.0184,4.06E-04,1.59E-03,0.3735
FBgn0263768,CR43685,ncRNA,3R:2918069..2919429,4.25E-95,1.10E-94,1.05E-17,1.81E-15,0.1256,0.1263,6.07E-37,3.47E-35,0.1360
FBgn0263769,CR43686,ncRNA,X:18263844..18264151,9.48E-02,1.03E-01,7.78E-01,8.92E-01,0.0000,0.0000,1.42E-01,2.19E-01,0.9976
FBgn0263770,CR43687,pseudogene,2R:14289351..14289802,7.72E-08,1.00E-07,5.85E-02,2.24E-01,0.0770,0.0000,3.36E-01,4.21E-01,0.8823
FBgn0263771,CR43688,pseudogene,2R:14289979..14290254,3.93E-12,5.46E-12,1.86E-01,4.43E-01,0.0370,0.0000,3.25E-01,4.10E-01,0.8965
FBgn0263772,CG43689,protein_coding,X:3968800..3986186,7.26E-06,9.04E-06,9.96E-02,3.11E-01,0.0759,0.0184,7.33E-02,1.30E-01,0.8780
FBgn0263774,CG43691,protein_coding,2R:9277178..9280800,1.94E-204,1.09E-203,6.81E-03,5.12E-02,0.0190,0.0056,1.79E-03,5.86E-03,0.1042
FBgn0263776,CG43693,protein_coding,3L:11029458..11044471,5.20E-37,9.26E-37,1.59E-01,4.07E-01,0.0416,0.1308,6.46E-09,5.39E-08,0.5995
FBgn0263777,CG43694,protein_coding,3R:19251324..19251751,3.24E-134,1.07E-133,6.50E-02,2.40E-01,0.0261,0.0163,3.91E-03,1.15E-02,0.2542
FBgn0263778,CG43695,protein_coding,X:8218524..8219222,5.99E-16,8.76E-16,1.23E-01,3.50E-01,0.0230,0.0000,7.94E-01,8.22E-01,0.8879
FBgn0263780,CG17684,protein_coding,2RHet:609150..1005217,2.47E-192,1.24E-191,1.71E-01,4.24E-01,0.0062,0.0438,4.65E-20,1.01E-18,0.0987
FBgn0263782,Hmgcr,protein_coding,3R:19559046..19576714,1.34E-274,1.51E-273,7.72E-02,2.68E-01,0.0050,0.0031,4.47E-03,1.30E-02,0.0499
FBgn0263802,CR43605,ncRNA,2R:6648283..6649173,4.45E-102,1.20E-101,2.43E-01,5.15E-01,0.0184,0.0000,3.53E-01,4.37E-01,0.4189
FBgn0263829,CG34334,protein_coding,X:22274648..22277203,4.75E-196,2.46E-195,4.78E-01,7.12E-01,0.0000,0.0113,9.35E-03,2.43E-02,0.1444
FBgn0263830,CG40486,protein_coding,X:22360712..22361912,1.54E-21,2.40E-21,2.83E-01,5.55E-01,0.0247,0.2214,7.60E-15,1.11E-13,0.6463
FBgn0263831,Gen,protein_coding,3L:5142949..5145476,7.83E-27,1.28E-26,3.50E-01,6.13E-01,0.0190,0.0617,4.82E-03,1.38E-02,0.7589
FBgn0263832,Rcd5,protein_coding,3L:4040529..4042597,8.37E-203,4.63E-202,8.18E-01,9.13E-01,0.0000,0.0093,2.16E-02,4.91E-02,0.1407
FBgn0263836,CR43698,pseudogene,X:4815710..4818135,9.03E-08,1.17E-07,4.06E-01,6.58E-01,0.0137,0.1127,8.15E-05,3.71E-04,0.8389
FBgn0263838,CR43700,ncRNA,2L:19023671..19024440,6.52E-76,1.51E-75,5.92E-01,7.88E-01,0.0000,0.0000,3.29E-01,4.14E-01,0.5707
FBgn0263839,CR43701,ncRNA,3L:1488739..1488831,3.30E-07,4.23E-07,8.59E-01,9.34E-01,0.0000,0.1054,3.59E-04,1.42E-03,0.8649
FBgn0263841,CG43702,protein_coding,3L:21291775..21292163,2.67E-176,1.19E-175,3.26E-01,5.95E-01,0.0009,0.0161,2.27E-03,7.22E-03,0.1741
FBgn0263842,CG43703,protein_coding,2L:3765519..3765825,1.54E-08,2.02E-08,5.79E-02,2.23E-01,0.0959,0.0171,4.36E-02,8.64E-02,0.8409
FBgn0263843,CR43704,ncRNA,2L:3769926..3770454,6.97E-20,1.07E-19,2.12E-01,4.78E-01,0.0460,0.0079,1.99E-01,2.82E-01,0.8290
FBgn0263844,CR43705,ncRNA,3L:20788098..20789867,2.25E-19,3.43E-19,9.96E-02,3.11E-01,0.0646,0.0000,2.89E-01,3.75E-01,0.8205
FBgn0263845,CR43706,ncRNA,3L:20789016..20789602,5.20E-01,5.37E-01,3.41E-01,6.06E-01,0.0406,0.0000,2.39E-01,3.25E-01,0.9605
FBgn0263846,CG43707,protein_coding,2L:3757256..3769235,1.83E-170,7.80E-170,3.04E-02,1.48E-01,0.0219,0.0000,1.93E-01,2.76E-01,0.1811
FBgn0263847,CR43708,ncRNA,2L:3046746..3046904,6.71E-183,3.14E-182,2.10E-02,1.15E-01,0.0176,0.0229,4.00E-08,3.04E-07,0.1229
FBgn0263848,CG43709,protein_coding,2R:16663407..16663871,1.90E-03,2.22E-03,3.20E-01,5.89E-01,0.0000,0.0000,8.34E-01,8.55E-01,0.9883
FBgn0263849,CG43710,protein_coding,2R:16664232..16665254,1.23E-17,1.83E-17,7.42E-01,8.72E-01,0.0000,0.0000,8.11E-01,8.36E-01,0.9060
FBgn0263850,CG43711,protein_coding,2R:16665754..16666992,2.25E-71,5.04E-71,2.93E-01,5.63E-01,0.0003,0.0000,7.93E-01,8.21E-01,0.5935
FBgn0263851,snoRNA:CD-24,snoRNA,4:86203..86271,2.28E-03,2.65E-03,5.44E-03,4.34E-02,0.0000,0.0000,9.94E-01,9.94E-01,0.9881
FBgn0263852,l(2)k12914,protein_coding,2L:8383612..8384137,9.31E-01,9.36E-01,6.30E-01,8.10E-01,0.0000,0.0000,2.14E-01,2.98E-01,1.0014
FBgn0263855,BubR1,protein_coding,2R:1856600..1868299,0.00E+00,0.00E+00,4.38E-02,1.87E-01,0.0034,0.0014,6.68E-03,1.83E-02,0.0274
FBgn0263863,mRpL45,protein_coding,3R:18444185..18445548,1.00E-122,3.06E-122,1.20E-02,7.77E-02,0.0395,0.0235,1.83E-04,7.75E-04,0.2611
FBgn0263864,Ark,protein_coding,2R:12907549..12914208,3.31E-50,6.49E-50,3.07E-01,5.77E-01,0.0213,0.0810,3.96E-05,1.92E-04,0.5886
FBgn0263865,Smr,protein_coding,X:12578236..12636477,4.30E-239,3.32E-238,6.35E-01,8.13E-01,0.0000,0.0088,1.72E-03,5.67E-03,0.0858
FBgn0263866,CR43713,ncRNA,2L:5431842..5432626,2.36E-78,5.55E-78,5.26E-01,7.46E-01,0.0000,0.0233,8.80E-02,1.50E-01,0.5271
FBgn0263867,CR43714,ncRNA,2L:5432851..5433522,8.24E-24,1.31E-23,5.24E-01,7.45E-01,0.0307,0.0000,1.10E-01,1.78E-01,0.8300
FBgn0263868,CR43715,ncRNA,2L:5433744..5434347,1.78E-10,2.41E-10,5.67E-01,7.72E-01,0.0000,0.0000,1.39E-01,2.15E-01,0.9451
FBgn0263869,CR43716,ncRNA,2L:4582250..4582968,5.99E-01,6.15E-01,8.34E-01,9.21E-01,0.0000,0.0156,2.82E-01,3.68E-01,0.9854
FBgn0263870,CR43717,ncRNA,2L:439539..440104,1.54E-02,1.73E-02,7.88E-01,8.97E-01,0.0000,0.0174,2.78E-01,3.64E-01,0.9762
FBgn0263871,CR43718,ncRNA,2L:396120..396571,1.26E-89,3.15E-89,1.34E-01,3.67E-01,0.0354,0.0004,2.10E-01,2.94E-01,0.4506
FBgn0263872,CR43719,ncRNA,2L:308313..309348,4.45E-40,8.12E-40,2.79E-01,5.50E-01,0.0287,0.0395,1.96E-02,4.52E-02,0.6862
